IMO/LR/IHS No.;Name of Ship;Flag;MMSI;Callsign;Status;GT;Ship Type
9421609;LAMNALCO PHAETHON;Russia;273350820;UBGH4;Laid-Up;488;Landing Craft
9586239;LAMNALCO YASTREB;Russia;273358720;UBGH2;Laid-Up;186;Tug
8834536;LANGERI;Russia;273898610;UHVY;In Service/Commission;810;Fishing Vessel
8928143;LAPOMINKA;Russia;273911200;UFZM;Laid-Up;643;Hopper, Motor
8894885;LARGA;Russia;273293620;;In Service/Commission;169;Fishing Vessel
8928131;LAUK;Russia;273337810;UBJF2;In Service/Commission;303;Hopper, Motor
9215945;LAZURIT;Russia;273398450;UBJX;In Service/Commission;644;Fishing Vessel
8684840;LEDA-777;Russia;273210650;UBGU5;In Service/Commission;901;Fishing Vessel
6874946;LENINGRADETS;Russia;;UCHW;In Service/Commission;225;Tug
8722800;LENSK;Russia;273815610;UBON;In Service/Commission;732;Fishing Vessel
8870798;LEO;Russia;273441790;UHHK;In Service/Commission;117;Fishing Vessel
4751968;LEONID SENCHURA;Russia;273293080;UBQW5;In Service/Commission;150;Research Survey Vessel
8709042;LEOPARD;Russia;273370750;;In Service/Commission;687;Fishing Vessel
9614139;LEOPARD;Russia;273355240;UBUH4;In Service/Commission;407;Tug
9677478;LIGER;Russia;273346080;UBWL3;In Service/Commission;398;Tug
9123207;LIINAKHAMARI;Russia;273358500;UBJG4;In Service/Commission;296;Fish Carrier
8924305;LIMAN;Russia;;;In Service/Commission;205;Bunkering Tanker (Oil)
8727135;LIVADIYA;Russia;273844610;UFWN;In Service/Commission;458;Fishing Vessel
8931279;LOTOS;Russia;;;In Service/Commission;183;Deck Cargo Ship
8608846;LOTOS 04;Russia;273441490;UIKT;In Service/Commission;715;Fishing Vessel
8035087;LUCHISTYY;Russia;273825810;UHTH;In Service/Commission;676;Fish Carrier
8228103;LUGA;Russia;273423370;UEXG;Laid-Up;235;Pollution Control Vessel
8725010;LUGOVOYE;Russia;;UABH;Laid-Up;193;Research Survey Vessel
8722769;MALTSEVO;Russia;273243200;UALO;Laid-Up;795;Fishing Vessel
8038027;MANEVRENNYY;Russia;273896700;UBJW;In Service/Commission;172;Fishing Vessel
7741108;MANGAZEYA;Russia;273434010;UFRI;In Service/Commission;678;Fish Carrier
8685923;MARAL;Russia;273360450;UAXE5;In Service/Commission;841;Tug
8313506;MARIYA;Russia;273823520;UHYH;Laid-Up;826;Fishing Vessel
8227680;MARLIN;Russia;273415310;UHHY;In Service/Commission;168;Fishing Vessel
8223749;MARS;Russia;273445660;UDLV;In Service/Commission;841;Fishing Vessel
8897497;MARS;Russia;273154000;UAED;In Service/Commission;313;Fire Fighting Vessel
8877851;MARSHAL VASILEVSKIY;Russia;273412910;UGOH;In Service/Commission;725;Tug
8846307;MASLOVOZ-2;Russia;273453430;;In Service/Commission;204;Bunkering Tanker (Oil)
8136790;MASTER;Russia;273841610;UDKK;In Service/Commission;864;Fishing Vessel
8860626;MASTER;Russia;273428220;UBXX;In Service/Commission;726;Fishing Vessel
8810451;MATRITSA;Russia;273447860;UAQZ;In Service/Commission;746;Fishing Vessel
7643930;MATROSOVO;Russia;273430130;UACP;In Service/Commission;196;Fishing Vessel
9178707;MATUA;Russia;273410740;UBFQ3;In Service/Commission;660;Fishing Vessel
8942204;MAYAK;Russia;273899600;UEWB;In Service/Commission;608;Fishing Vessel
9069413;MB-1202;Russia;273446400;UFNL;In Service/Commission;726;Tug
9069425;MB-1203;Russia;273447400;UFOV;In Service/Commission;726;Tug
8986315;MB-1204;Russia;273434970;UGVH;In Service/Commission;726;Tug
9026174;MB-1205;Russia;273341000;UCKM;In Service/Commission;730;Tug
8999477;MB-1217;Russia;273456840;UAQO;In Service/Commission;726;Towing/Pushing, Inland Waterways
8973849;MB-1221;Russia;273447320;UFXG;Laid-Up;680;Tug
8987034;MB-1223;Russia;273425640;UASH8;In Service/Commission;680;Tug
8883240;MB-1225;Russia;273458420;UACG;In Service/Commission;680;Tug
9162588;MECHTA;Russia;273455490;UBWS8;In Service/Commission;751;Fishery Patrol Vessel
8704834;MELKART-6;Russia;273619300;UBDX4;In Service/Commission;724;Fishing Vessel
8832631;MERKURIY;Russia;273444880;UBWE9;In Service/Commission;270;Tug
6719940;MERKURIY;Russia;273319130;;In Service/Commission;156;Tug
7391692;MERKURIY;Russia;273196400;UHIV;In Service/Commission;456;Tug
8717192;MERLANG;Russia;273450870;UBRS7;In Service/Commission;759;Fishing Vessel
8324165;MERTSANA;Russia;273354530;UBNH4;In Service/Commission;260;Fishing Vessel
8895102;MEZHENETS;Russia;273416700;UATL;In Service/Commission;228;Offshore Tug/Supply Ship
9822217;MIKHAIL SALNIKOV;Russia;273387170;UBGP2;In Service/Commission;188;Tug
8227707;MILKOVO;Russia;273561200;UGFT;In Service/Commission;738;Fishing Vessel
8330542;MIRANDA;Russia;273397020;;In Service/Commission;235;Pollution Control Vessel
9774551;MIRAX A;Russia;273388930;UDYE;In Service/Commission;396;Tug
8038261;MIRE-1;Russia;;UDIG;In Service/Commission;169;Deck Cargo Ship
8136685;MIRNYY;Russia;273813610;UBKU;In Service/Commission;174;Fishing Vessel
8933320;MIRNYY;Russia;;;In Service/Commission;235;Pollution Control Vessel
8942199;MOGUCHIY;Russia;;;In Service/Commission;182;Tug
8728866;MOROZ;Russia;273136900;;In Service/Commission;106;Passenger Ship
9910636;MORSKAYA;Russia;273210780;UBYU8;In Service/Commission;832;Hopper, Motor
8722111;MORSKOY BRIZ;Russia;273430630;UDII;In Service/Commission;837;Fishing Vessel
8728256;MORZHOVETS;Russia;;UFDS;In Service/Commission;270;Tug
9671292;MOSKVA;Russia;273351770;UBWI8;In Service/Commission;266;Passenger Ship
9100956;MPTK-0850;Russia;273612200;;In Service/Commission;117;Fishing Vessel
8924991;MPTK-1073;Russia;273354410;;In Service/Commission;120;Fishing Vessel
8722226;MRTK K-1716;Russia;273453540;UESX;In Service/Commission;117;Fishing Vessel
8897368;MRTK NM-0640;Russia;273458370;UBLS;In Service/Commission;120;Fishing Vessel
8722446;MRTK-0712;Russia;273447470;UCRG;In Service/Commission;117;Fishing Vessel
8722355;MRTK-0726;Russia;273433960;UFIU;In Service/Commission;117;Fishing Vessel
8729274;MRTK-0752;Russia;273252000;UCRK;In Service/Commission;122;Fishing Vessel
8730194;MRTK-0770;Russia;273450640;;In Service/Commission;119;Fishing Vessel
8729585;MRTK-0774;Russia;;UBYV6;In Service/Commission;117;Fishing Vessel
8826606;MRTK-0775;Russia;273452640;;In Service/Commission;117;Fishing Vessel
8826618;MRTK-0776;Russia;273451640;UDIX;In Service/Commission;117;Fishing Vessel
8953447;MRTK-0852;Russia;273436740;;In Service/Commission;117;Fishing Vessel
8953459;MRTK-0857;Russia;273437740;;In Service/Commission;117;Fishing Vessel
8878257;MRTK-1051;Russia;273422830;;In Service/Commission;124;Fishing Vessel
8878269;MRTK-1071;Russia;273425720;;In Service/Commission;129;Fishing Vessel
8897394;MRTK-1084;Russia;273427820;;In Service/Commission;120;Fishing Vessel
8730209;MRTK-1123;Russia;273436720;UAMK;In Service/Commission;117;Fishing Vessel
8829256;MRTK-1129;Russia;273454540;UHNA;In Service/Commission;117;Fishing Vessel
8897289;MRTK-301;Russia;273439850;UIEP;In Service/Commission;117;Fishing Vessel
8967022;MRTK-316;Russia;273454560;UFFU;In Service/Commission;119;Fishing Vessel
8924812;MRTK-3215;Russia;273436180;;In Service/Commission;117;Fishing Vessel
8860200;MURMANSK;Russia;273292400;UAUW;In Service/Commission;746;Fishing Vessel
8729470;MUROM;Russia;273828100;UGJQ;In Service/Commission;802;Fishing Vessel
8929927;MYS NEPRISTUPNYI;Russia;273430280;;In Service/Commission;179;Tug
9075838;MYS ODYAN;Russia;273432220;UEYT;In Service/Commission;398;Fishing Vessel
9066875;MYS OSTROVNOY;Russia;273357230;UBKH3;In Service/Commission;799;Aggregates Carrier
9042908;MYS URUMPET;Russia;273322990;UBKL4;In Service/Commission;627;Fishing Vessel
9206152;MYS VELIKAN;Russia;273370230;UBQM6;In Service/Commission;767;Fishing Vessel
8730039;MYS ZOLOTOY;Russia;273451180;UHNS;In Service/Commission;463;Fishing Vessel
8842923;MYSOVOY;Russia;273448670;UEEE;In Service/Commission;397;Fishing Vessel
8726052;NADEZHDA;Russia;273346710;;In Service/Commission;191;Pollution Control Vessel
9109445;NADEZHDA;Russia;273373020;UBJM3;In Service/Commission;448;Fishing Vessel
6905812;NADIR;Russia;;UEOP;In Service/Commission;198;Tug
9831268;NADYM;Russia;273414550;UBIQ7;In Service/Commission;742;Tug
2635079;NAGASAKI;Russia;273395560;UBBQ8;In Service/Commission;120;Tug
8514734;NAKHODKA;Russia;273240120;;In Service/Commission;349;Tug
9009918;NAKHODKA;Russia;273338570;UIBA;In Service/Commission;752;Fishing Vessel
8923557;NARVA;Russia;273430960;UBFJ8;In Service/Commission;950;Bunkering Tanker (Oil)
8982735;NARYAN-MAR;Russia;273442630;UGPT;In Service/Commission;730;Pusher Tug
7855260;NATALI;Russia;;;In Service/Commission;275;Products Tanker
9410466;NAVAGA;Russia;273318760;UHBF;In Service/Commission;188;Tug
8228672;NAVIGATOR;Russia;273156600;UBQG;In Service/Commission;799;Fire Fighting Vessel
9258038;NEFRITOVYY;Russia;273372120;UAZI;In Service/Commission;605;Fishing Vessel
8988777;NEMO;Russia;273355580;UBEJ5;In Service/Commission;147;Utility Vessel
9058050;NEPTUN;Russia;273213690;UBEV2;In Service/Commission;265;Tug
8860509;NEPTUN-2;Russia;273894500;UBRI;In Service/Commission;190;Refrigerated Cargo Ship 
9004762;NEPTUNE;Russia;273397660;UBCQ3;In Service/Commission;497;Refrigerated Cargo Ship 
8220539;NERPA;Russia;273458300;UAGZ;In Service/Commission;308;Fishing Vessel
8949537;NERVA;Russia;273427030;;In Service/Commission;120;Fishing Vessel
8226648;NEVA;Russia;;UBEJ4;In Service/Commission;191;Pollution Control Vessel
8811388;NEVA;Russia;273457950;UBXY;In Service/Commission;516;Fishing Vessel
8947515;NEVER;Russia;273295090;UBUF;In Service/Commission;625;Fishing Vessel
8826632;NEVSKAYA;Russia;273454920;UHAO;In Service/Commission;745;Hopper, Motor
8312899;NIKA;Russia;273444350;UIDZ;In Service/Commission;560;Chemical/Products Tanker
8421468;NIKA-1;Russia;273445350;UIDW;In Service/Commission;561;Products Tanker
8837734;NIKIFOR POYARKO;Russia;;UENF;In Service/Commission;182;Tug
9076789;NIKIFOR SHUREKOV;Russia;273353710;UBXG8;In Service/Commission;236;Fish Carrier
9828522;NIKOLAEUSK-ON-AMUR;Russia;273415560;UBSQ8;In Service/Commission;213;Pusher Tug
4751956;NIKOLAI IVASHINTSOV;Russia;;;In Service/Commission;150;Research Survey Vessel
9853759;NIKOLAI ORLOV;Russia;273420580;UBZQ9;In Service/Commission;187;Tug
8981169;NIKOLAY IVANOV;Russia;273364990;UBHM9;In Service/Commission;709;Pusher Tug
8857796;NIKOLAY KASATKIN;Russia;273824020;UEFY;In Service/Commission;796;Fish Carrier
8721571;NIKOLAY SOLODCHUK;Russia;273842510;UBKX;In Service/Commission;768;Fishing Vessel
8924549;NIKOLSKIY;Russia;273211500;UIVO;In Service/Commission;831;Fishing Vessel
8226765;NIKOM;Russia;273870500;UGCU;In Service/Commission;816;Fishing Vessel
9100889;NIMB;Russia;273212900;UHNC;In Service/Commission;117;Fishing Vessel
9944015;NOBEL BROTHERS;Russia;;;On Order/Not Commenced;900;Fishing Vessel
9944027;NOBEL BROTHERS;Russia;;;On Order/Not Commenced;900;Fishing Vessel
9944039;NOBEL BROTHERS;Russia;;;On Order/Not Commenced;900;Fishing Vessel
8888915;NORD;Russia;273343560;UAMV;In Service/Commission;680;Tug
9025778;NORD;Russia;273313020;UBFX4;In Service/Commission;722;Pusher Tug
9100853;NORDKAP;Russia;273322840;UFDI;In Service/Commission;117;Fishing Vessel
8016354;NORTHERN ENTERPRISE;Russia;273853400;UFIK;Laid-Up;790;Fishing Vessel
8837746;NOVIK;Russia;273123100;UAUB;In Service/Commission;182;Tug
9344605;NOVIK;Russia;273311060;UDIF;In Service/Commission;141;Tug
8724377;OBAYATELNYY;Russia;273191300;UDQY;In Service/Commission;676;Refrigerated Cargo Ship 
7832763;ODELSK;Russia;273826320;UISZ;In Service/Commission;172;Fishing Vessel
8035465;ODIN;Russia;;UBBY;In Service/Commission;323;Products Tanker
8834641;OGNI;Russia;273436020;UEFU;In Service/Commission;459;Fishing Vessel
8842882;OKEAN;Russia;273253000;UCRM;In Service/Commission;121;Fishing Vessel
2636774;OKEAN-1;Russia;;UBVQ7;In Service/Commission;149;Fishing Vessel
2638887;OKEAN-2;Russia;273413770;UBVQ6;In Service/Commission;149;Fishing Vessel
8312992;OKEAN-3;Russia;273216680;UBYU5;In Service/Commission;252;Fishing Vessel
8729432;OKSINO;Russia;273218900;UHUK;In Service/Commission;746;Fishing Vessel
9845415;OKSKAYA;Russia;;;On Order/Not Commenced;500;Fishing Vessel
9845427;OKSKAYA;Russia;;;On Order/Not Commenced;500;Fishing Vessel
9845439;OKSKAYA;Russia;;;On Order/Not Commenced;500;Fishing Vessel
9845441;OKSKAYA;Russia;;;On Order/Not Commenced;500;Fishing Vessel
9845453;OKSKAYA;Russia;;;On Order/Not Commenced;500;Fishing Vessel
9845465;OKSKAYA;Russia;;;On Order/Not Commenced;500;Fishing Vessel
8860523;OKTYABR;Russia;273892610;UHMY;In Service/Commission;852;Fishing Vessel
9294056;OLEG STRASHNOV;Russia;273437360;;In Service/Commission;144;Tug
7505449;OLGARRY;Russia;273399260;UBAQ5;In Service/Commission;341;Fishing Vessel
9353826;OLIMP;Russia;;UEZX;In Service/Commission;120;Pusher Tug
7421198;OLKHOVATKA;Russia;273828000;UGJJ;In Service/Commission;193;Fishing Vessel
8857215;OLKHOVETS;Russia;;;In Service/Commission;191;Pollution Control Vessel
8726301;OMEGA;Russia;;;In Service/Commission;162;Deck Cargo Ship
8722599;OMEGA;Russia;273438390;UBMI;In Service/Commission;117;Fishing Vessel
8926236;ONEGA;Russia;273431670;UBLJ5;In Service/Commission;250;Bunkering Tanker (Oil)
8860470;ONOR;Russia;273845500;UIJN;In Service/Commission;852;Fishing Vessel
9219537;OPALA;Russia;273395230;UBIG;In Service/Commission;599;Fishing Vessel
8922981;OPLOT MIRA;Russia;273894000;UADY;In Service/Commission;804;Fishing Vessel
8897552;OPTIMIST;Russia;273811100;UATA;In Service/Commission;777;Fishing Vessel
7630323;ORATOV;Russia;273440410;UEEZ;In Service/Commission;198;Fishing Vessel
9061617;ORIENT;Russia;273346860;UBRL5;In Service/Commission;741;Chemical/Products Tanker
9054638;ORIENTAL;Russia;273356730;UBPH8;In Service/Commission;995;Chemical Tanker
9562738;ORION;Russia;273396220;UBTP4;In Service/Commission;317;Yacht
8856986;ORION;Russia;273343020;UHHQ;In Service/Commission;182;Tug
8926743;ORION;Russia;;;In Service/Commission;187;Tug
8952314;ORION;Russia;273458470;UBXB9;In Service/Commission;192;Deck Cargo Ship
8312863;ORION;Russia;273449620;UEJL;In Service/Commission;827;Fishing Vessel
8728220;ORLAN;Russia;;;Laid-Up;283;Tug
9101027;ORLAN;Russia;273514600;UFKG;In Service/Commission;796;Fishing Vessel
8722977;ORLOVO;Russia;273857100;UFXJ;In Casualty Or Repairing;457;Fishing Vessel
8624888;ORS;Russia;273347520;;In Service/Commission;315;Products Tanker 
8625492;ORSK;Russia;273312480;UBNE7;In Service/Commission;218;Bunkering Tanker (Oil)
8721856;OSSORA;Russia;273845610;UDKI;In Service/Commission;873;Fishing Vessel
8847052;OSTROV IONY;Russia;273873500;UGCW;In Service/Commission;823;Fish Carrier
8713184;OSTROVNOY-10;Russia;273219880;UBZU9;In Service/Commission;225;Fishing Vessel
9041564;OSTROVNOY-12;Russia;273217620;UBWW;In Service/Commission;558;Fishing Vessel
2941832;OSTROVNOY-2;Russia;273458450;UBIS3;In Service/Commission;142;Fishing Vessel
2638875;OSTROVNOY-3;Russia;273390960;UBCQ9;In Service/Commission;144;Fishing Vessel
2640440;OSTROVNOY-4;Russia;273398860;UBCQ8;In Service/Commission;146;Fishing Vessel
9065364;OSTROVNOY-5;Russia;273214450;UBEU6;In Service/Commission;199;Fishing Vessel
9213923;OSTROVNOY-6;Russia;273359030;UEIV;In Service/Commission;656;Fishing Vessel
9009516;OSTROVNOY-7;Russia;273411780;UBYQ3;In Service/Commission;435;Refrigerated Cargo Ship 
9057977;OSTROVNOY-9;Russia;273434880;UBVR4;In Service/Commission;792;Fishing Vessel
8991944;OT-2016;Russia;273434290;UCBJ;In Service/Commission;641;Tug
8991956;OT-2025;Russia;273435390;UBBD6;In Service/Commission;641;Tug
8991968;OT-2028;Russia;273435290;UDSU;In Service/Commission;641;Tug
9027881;OT-2032;Russia;273441690;UDJC;In Service/Commission;672;Pusher Tug
2272334;OT-2064;Russia;273322680;UBFL5;In Service/Commission;672;Pusher Tug
9022477;OT-2065;Russia;273313730;UDZV;In Service/Commission;641;Tug
9022489;OT-2070;Russia;273314730;UBJD8;In Service/Commission;641;Tug
8995158;OT-2431;Russia;273312140;UBAR;In Service/Commission;824;Tug
8995172;OT-2438;Russia;273311140;UFRD;In Service/Commission;824;Tug
8139027;OTLICHITELNYY;Russia;273565310;UGID;In Service/Commission;198;Fishing Vessel
8827727;OTRADNYY;Russia;273422540;UGSB;In Service/Commission;342;Fishing Vessel
8898374;OTTILIYA;Russia;273443890;;In Service/Commission;634;Hopper, Motor
7230393;PACIFIC ORION;Russia;273810400;UDQQ;In Service/Commission;867;Fishing Vessel
9186039;PAK;Russia;273435880;UIHB;Laid-Up;269;Tug
9614024;PANDA;Russia;273358350;UBEI7;In Service/Commission;412;Tug
7741201;PANFILOVO;Russia;273824800;UEPN;In Service/Commission;172;Fishing Vessel
9771834;PANFILOVO;Russia;273385020;UBYN6;In Service/Commission;488;Fishing Vessel
9564786;PANTERA;Russia;273352070;UBRG9;In Service/Commission;395;Tug
7733632;PARATUNKA;Russia;273847520;UDKY;In Service/Commission;172;Fishing Vessel
8304402;PARNAS;Russia;273349420;UHBM;In Service/Commission;821;Refrigerated Cargo Ship
8228660;PASSAT;Russia;273316920;;In Service/Commission;124;Passenger Ship
9012276;PATROKL;Russia;273332710;;In Service/Commission;741;Chemical Tanker
8422450;PAVEL GORDIENKO;Russia;273438900;UHIQ;In Service/Commission;693;Research Survey Vessel
9378670;PAVLOVSK;Russia;;UHOX;In Service/Commission;188;Tug
9982782;PECHAK;Russia;;;Keel Laid;299;Tug
9078983;PEGAS;Russia;273359960;UBQI8;In Service/Commission;748;Bunkering Tanker (Oil)
8910677;PEGAS;Russia;273299880;UBWW7;In Service/Commission;684;Fishing Vessel
8724078;PELAMIDA;Russia;;;Laid-Up;235;Bunkering Tanker (Oil)
9794628;PENAY;Russia;273396780;UEXR;In Service/Commission;398;Tug
9027893;PERESVET;Russia;273312660;UEPO;In Service/Commission;640;Pusher Tug
8929812;PERESVET;Russia;;;In Service/Commission;180;Tug
8860535;PERSEY;Russia;;;In Service/Commission;182;Tug
8227185;PERSEY;Russia;;;In Service/Commission;182;Tug
7740611;PERVOURALSK;Russia;273449440;UBTM;In Service/Commission;172;Fishing Vessel
9816490;PETER;Russia;273452860;UBQS2;In Service/Commission;185;Tug
9368651;PETERGOF;Russia;;UHCH;In Service/Commission;188;Tug
8821450;PHOENIX;Russia;273424870;UAJF;In Service/Commission;867;Fishing Vessel
9662069;PHOENIX 1;Russia;273374250;UBDN3;In Service/Commission;140;Tug
8603638;PHOENIX II;Russia;273356770;UBXI4;In Service/Commission;741;Chemical/Products Tanker
9404742;PIK FUSSA;Russia;273316750;UHTG;In Service/Commission;242;Fishing Vessel
8986834;PIK NADEZHDY;Russia;273436470;UCJG;In Service/Commission;194;Fishing Vessel
8729597;PILTUN;Russia;273817900;UBGH;In Service/Commission;723;Fishing Vessel
9217008;PINRO-2;Russia;273444610;UASC;In Service/Commission;741;Fishing Vessel
9968671;PIONEER-M;Russia;273293460;UBIW5;Launched;148;Research Survey Vessel
9424390;PIONER;Russia;273326900;UBQE7;In Service/Commission;188;Tug
9410428;PITER;Russia;273330010;;In Service/Commission;277;Tug
8926822;PK-6;Russia;273310080;;In Service/Commission;767;Crane Vessel, non propelled
8982759;PL-2;Russia;273434590;;In Service/Commission;870;Passenger/Ro-Ro Ship (Vehicles/Rail)
8328745;PLASTUN;Russia;273821900;UHVB;In Service/Commission;448;Fishing Vessel
8927486;PLAVKRAN No. 4;Russia;273332110;;In Service/Commission;596;Crane Vessel
8927187;PLAVKRAN-96;Russia;;;In Service/Commission;697;Crane Vessel, non propelled
8927254;PLAVKRAN-98;Russia;;;In Service/Commission;697;Crane Vessel, non propelled
8218976;PLOVER;Russia;273389450;UCTM;In Service/Commission;874;Offshore Tug/Supply Ship
8505422;PLUTONAS;Russia;273394950;UBZP9;In Service/Commission;647;Fishing Vessel
6905795;PODVODNIK;Russia;273451540;UCNI;In Service/Commission;236;Tug
8729482;PODYAPOLSK;Russia;273828600;UEAF;In Service/Commission;857;Fishing Vessel
2635043;POISKOVIK;Russia;273218880;UBZU8;In Service/Commission;140;Fishing Vessel
8030623;POLAR ENTERPRISE;Russia;273410850;UBQQ3;In Service/Commission;961;Fishing Vessel
9190030;POLAR PILTUN;Russia;273334630;UBYF2;In Service/Commission;417;Crew Boat
9115640;POLARIS;Russia;273443750;UBZR7;In Service/Commission;744;Training Ship
9119684;POLARIS;Russia;273359770;UBXI6;In Service/Commission;275;Fishing Vessel
